self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
No,549078,1929690,10,789,1363646,Rejected
No,751127,1296850,15,712,1439683,Approved
Yes,520183,2745720,20,669,1045844,Rejected
No,1054047,1199110,10,741,936463,Approved
No,907238,839530,20,731,1613603,Approved
Yes,1148391,1717500,10,759,957707,Approved
Yes,624449,1643730,15,688,640317,Rejected
No,695987,3173570,20,724,1055581,Rejected
Yes,722289,2221440,10,690,906712,Rejected
No,585460,2328520,15,761,732341,Rejected
No,422815,1978580,10,741,1727898,Rejected
Yes,791809,992030,15,873,1133536,Approved
No,841612,2200330,10,680,582781,Rejected
Yes,714895,3567190,15,744,1816642,Rejected
No,721938,2199430,15,693,539534,Rejected
No,1006264,2627560,10,743,585690,Approved
No,527517,2102630,15,812,957089,Rejected
No,1047952,1836990,10,716,854164,Approved
No,727836,2518700,20,634,1337982,Rejected
No,1007226,1642820,15,673,580801,Rejected
Yes,974088,930260,15,773,1499668,Approved
No,719533,547770,15,765,1340419,Approved
No,640461,3211940,10,719,2350051,Rejected
No,673384,1647520,10,705,1385703,Approved
Yes,574882,776520,15,752,837080,Approved
No,1159703,1752540,15,736,308030,Rejected
No,883163,1936990,20,735,1398482,Approved
Yes,715069,919360,15,712,-186165,Rejected
No,656370,2306570,20,651,887707,Rejected
No,884363,2588760,10,748,1312776,Approved
Yes,950146,1801590,10,797,1246932,Approved
No,615877,3140960,15,670,532593,Rejected
Yes,733054,1368030,10,615,2041944,Rejected
Yes,766737,2263420,10,760,1295629,Approved
No,905228,1568070,15,728,1689518,Approved
No,792639,1843280,15,670,606279,Rejected
No,1091667,1008190,15,686,892370,Rejected
Yes,905143,2173060,10,710,509080,Approved
No,591105,1668370,15,657,1250987,Rejected
No,860714,2917970,10,742,336328,Rejected
No,398727,2234180,10,735,598786,Rejected
Yes,962385,2092500,15,788,1352790,Approved
No,957176,2247140,15,677,542919,Rejected
No,616299,2428100,20,729,1368877,Rejected
Yes,743584,1660220,10,706,1106526,Approved
Yes,729840,1655340,10,662,410827,Rejected
Yes,730875,3130570,20,672,886308,Rejected
Yes,700260,1696260,15,642,734441,Rejected
No,971505,2059680,20,787,731571,Approved
No,923845,1900850,10,720,1226063,Approved
No,569159,2743170,10,695,804375,Rejected
No,721783,2967050,15,813,1127924,Rejected
No,837316,1989950,15,783,1791899,Approved
Yes,907912,2252250,10,712,763019,Approved
No,971902,2751330,10,858,1247312,Approved
Yes,1019364,2434260,10,707,1222681,Approved
No,1367088,3425950,15,791,1354857,Approved
No,481122,1695860,15,682,1446914,Rejected
No,338825,2488430,10,762,982289,Rejected
No,1013582,2506980,15,694,984488,Rejected
No,833190,2483210,10,669,166683,Rejected
Yes,554250,1014670,15,676,1104068,Rejected
No,318346,3276780,20,713,1710558,Rejected
No,661970,2727090,15,734,781867,Rejected
No,823373,2892860,15,768,668789,Rejected
No,592362,1496060,10,670,645351,Rejected
Yes,791944,2099400,20,771,863387,Approved
No,741337,2133610,10,790,1271104,Approved
No,1201135,2128300,20,782,851114,Approved
No,658266,2594440,10,679,1210099,Rejected
Yes,807089,2314510,15,689,993553,Rejected
Yes,802407,1573310,20,669,382108,Rejected
Yes,735474,1295290,15,818,635996,Approved
No,588763,1936020,15,654,803300,Rejected
No,405585,2097320,15,791,1238705,Rejected
No,816981,2495600,10,615,1240514,Rejected
No,562655,1741080,10,763,1201975,Approved
No,572555,2268510,15,672,1106993,Rejected
No,761211,2599020,10,652,1191275,Rejected
No,763178,2474580,15,832,1165851,Approved
Yes,960739,2209370,10,712,1447793,Approved
No,657526,3660920,15,739,1087045,Rejected
No,1151051,2097990,15,631,491369,Rejected
No,785368,1467600,10,658,694040,Rejected
No,988627,3148450,20,805,777711,Approved
Yes,494433,562590,10,779,435734,Approved
No,521027,3503470,20,722,1424196,Rejected
No,1136351,2228850,15,674,926114,Rejected
No,787280,1783140,10,788,688949,Approved
No,706530,721830,20,815,1542384,Approved
No,962699,1368640,10,738,759890,Approved
No,922181,1299090,20,687,1153795,Rejected
Yes,809301,279350,10,730,860923,Approved
No,958201,1856320,15,615,788572,Rejected
No,580925,1542820,20,703,556267,Approved
Yes,739113,2694440,10,652,1199632,Rejected
No,1031392,1967530,15,676,1378239,Rejected
Yes,863477,2534100,15,784,1046282,Approved
No,1060739,2347890,10,715,747857,Approved
No,676718,1231390,10,702,1325013,Approved
No,775389,763530,10,689,747240,Rejected
No,541998,2288540,10,724,1158143,Rejected
No,904990,2205360,10,679,55582,Rejected
Yes,498734,2498780,10,702,890824,Rejected
Yes,590221,2705010,10,731,1043897,Rejected
No,900553,1646040,15,723,526482,Approved
No,661760,1855140,10,690,1115186,Rejected
Yes,617250,2368390,10,761,307737,Rejected
No,847348,2857890,15,780,883419,Rejected
Yes,808779,2742280,10,792,1565016,Rejected
No,811665,3094000,15,690,1335528,Rejected
Yes,734078,2287640,20,677,1340706,Rejected
Yes,561674,748760,15,716,619042,Approved
Yes,462060,2239200,20,696,1264134,Rejected
No,1035586,1607340,10,664,743767,Rejected
Yes,921268,2001830,10,690,1099110,Rejected
No,666821,867560,15,784,446318,Approved
Yes,1111520,1666220,10,768,1714584,Approved
No,629469,2243910,10,641,832257,Rejected
Yes,515094,2319840,15,729,819157,Rejected
Yes,568958,2184830,10,751,1378768,Rejected
No,1100030,171350,15,638,701473,Rejected
No,972592,3649140,15,754,1279276,Rejected
No,624755,1057330,20,750,1450384,Approved
Yes,604559,1295040,10,740,928306,Approved
Yes,946587,2223130,10,744,1181495,Approved
Yes,849904,1544290,20,712,848094,Approved
Yes,751316,2519020,15,779,1542774,Rejected
Yes,659626,3129820,20,697,807419,Rejected
No,610237,3380400,10,763,859367,Rejected
Yes,211126,2619600,10,740,776552,Rejected
No,80206,1410990,20,711,258698,Rejected
Yes,457214,1898000,15,730,644463,Rejected
Yes,761732,1865920,15,804,980028,Approved
No,659147,1121100,20,694,676322,Rejected
No,575012,2479030,15,828,556117,Rejected
No,921171,2649780,10,722,1309790,Approved
No,1012576,2262090,15,749,911629,Approved
Yes,705489,2047520,15,780,1149385,Approved
No,680749,1921110,15,697,1178468,Rejected
Yes,799470,2180220,10,699,879345,Rejected
No,919909,1291740,10,747,1388305,Approved
No,404616,2420150,15,738,694271,Rejected
No,719664,1571840,10,730,501693,Approved
Yes,497390,2155280,15,756,1138223,Rejected
No,925788,2840270,10,779,1640667,Approved
No,801898,2472400,10,813,1219341,Approved
No,658768,1841160,15,746,1407055,Approved
No,516067,2261630,15,786,1018820,Rejected
No,477238,1986690,15,777,1366347,Rejected
No,909167,2805610,15,765,791765,Approved
Yes,470550,2616770,15,719,1041304,Rejected
No,778160,1351370,15,742,687174,Approved
No,722024,857280,10,720,1234240,Approved
No,534524,2188330,10,704,1342371,Rejected
No,600156,2049520,10,734,1587229,Rejected
No,908133,2134640,20,747,1272884,Approved
No,626084,1849130,10,704,1013128,Approved
No,910122,2317380,15,723,1019521,Approved
No,688509,2772630,20,649,1711000,Rejected
No,828507,2535360,20,752,1293299,Approved
Yes,409445,1388000,20,774,1108817,Rejected
No,892746,1544510,15,731,991423,Approved
Yes,836130,1305250,10,803,1253670,Approved
No,862051,2146870,10,698,1263810,Rejected
No,515144,1087290,10,638,1180870,Rejected
No,924515,2275320,20,733,1074156,Approved
No,806971,2313360,10,677,436702,Rejected
No,771381,2264400,20,646,631932,Rejected
No,808132,1981290,20,723,947350,Approved
No,778908,1299350,15,718,1706584,Approved
No,554176,2451920,15,728,1302198,Rejected
Yes,794226,1858960,15,711,1103597,Approved
No,498906,2127880,20,736,1151021,Rejected
No,283435,2438810,10,713,876471,Rejected
Yes,861253,1970680,10,675,769298,Rejected
No,939478,1598930,15,690,856448,Rejected
No,474216,3052440,10,742,1030781,Rejected
Yes,789123,1970450,10,756,1550735,Approved
No,713270,582780,15,693,762056,Rejected
Yes,753705,2294450,15,771,1111543,Approved
No,241789,1700090,15,732,1130389,Rejected
No,603326,2529320,15,687,858017,Rejected
No,521301,2018550,10,708,1558236,Rejected
No,730962,931160,15,630,902359,Rejected
No,896444,2980480,20,812,1047917,Approved
No,652110,2316760,20,738,969887,Rejected
No,554563,2141160,15,727,645638,Rejected
No,584843,583530,15,625,404061,Rejected
No,853577,1923570,15,674,865357,Rejected
No,524196,1034870,15,643,1382110,Rejected
No,965864,723090,15,633,2133795,Rejected
Yes,840809,1673360,20,680,603307,Rejected
No,1102156,1718180,15,674,965947,Rejected
No,760565,1132030,15,689,1024344,Rejected
No,715923,2647440,15,731,658343,Rejected
Yes,704312,2467950,10,722,1129589,Rejected
No,734193,2095660,10,763,1663103,Approved
No,1124109,1811040,10,731,1307728,Approved
No,1073378,2143470,10,746,1404537,Approved
No,1067787,1254670,15,751,1213940,Approved
No,428510,2697240,15,678,1764713,Rejected
No,855845,1913700,15,711,1102529,Approved
No,753733,2478960,10,662,1762122,Rejected
No,789058,1173690,10,776,1837263,Approved
Yes,794445,1758270,15,753,1150132,Approved
No,627594,2517090,15,747,893829,Rejected
No,618052,1602350,10,683,1679943,Rejected
Yes,648334,1220980,20,796,871292,Approved
Yes,709633,1992720,15,773,948894,Approved
No,675984,816070,15,703,813888,Approved
Yes,929849,2333180,15,680,928358,Rejected
No,577158,2547960,10,743,1585754,Rejected
No,764940,2289400,15,757,867283,Approved
No,820956,2202340,15,695,885378,Rejected
No,879602,1850400,10,702,891764,Approved
No,826581,1369320,10,724,784426,Approved
Yes,702238,1658420,20,812,1268863,Approved
Yes,964005,1796330,15,788,1414943,Approved
No,759589,685550,10,710,1559233,Approved
Yes,800765,1864040,20,664,519883,Rejected
No,718803,1092860,10,817,943645,Approved
Yes,545930,1128010,10,689,963724,Rejected
Yes,509517,1152610,15,789,1095500,Approved
No,1040580,2718850,10,654,1012910,Rejected
No,662418,1207480,20,804,1506200,Approved
Yes,696982,756270,10,747,1232416,Approved
No,719028,2761690,20,722,1254146,Rejected
Yes,621176,2014950,10,643,861310,Rejected
Yes,270976,1193770,20,693,1150796,Rejected
Yes,558486,948990,10,765,1468289,Approved
No,757359,2016620,10,631,572886,Rejected
No,1175669,1456630,15,711,821300,Approved
No,1138715,3041910,15,688,1644326,Rejected
No,755159,2602280,10,706,1068262,Rejected
Yes,184360,1915950,15,769,1063322,Rejected
No,695546,1806550,10,696,650020,Rejected
No,374332,2452000,10,745,1099316,Rejected
No,687688,2661830,10,752,1309301,Rejected
No,1083126,3102120,15,679,1062563,Rejected
No,789023,960050,15,684,1375089,Rejected
No,372899,3334480,20,752,992598,Rejected
No,992544,842120,20,594,1012527,Rejected
No,850140,1514570,15,716,627196,Approved
Yes,945179,2761840,15,746,111144,Rejected
Yes,718866,1448830,10,627,878966,Rejected
Yes,1063683,2642140,20,795,1024406,Approved
No,719852,830720,15,638,1348656,Rejected
No,853164,1852680,10,633,1515249,Rejected
Yes,530437,2503270,15,772,884590,Rejected
No,734579,2616890,20,656,780354,Rejected
No,688146,2364700,15,570,582289,Rejected
No,662930,680560,15,687,1082157,Rejected
Yes,606950,2843910,15,735,1450881,Rejected
No,780800,2837340,15,679,1630854,Rejected
No,643230,1655810,10,691,814814,Rejected
Yes,933878,1891610,20,756,1516856,Approved
Yes,990303,2063870,20,770,1837835,Approved
No,822683,1929590,10,687,1571282,Rejected
Yes,354931,2146230,15,792,1403073,Rejected
No,592909,863720,10,759,2174215,Approved
Yes,894371,963920,15,710,490352,Approved
No,639799,1480770,15,671,2116091,Rejected
No,507970,1222980,15,730,803021,Approved
No,713694,2959020,15,782,1158537,Rejected
No,899920,2750150,15,794,1213823,Approved
Yes,435167,1892930,20,693,1244485,Rejected
Yes,821058,1307030,20,745,2264167,Approved
No,769815,1682620,10,687,1660493,Rejected
No,543173,1344940,10,728,1282553,Approved
Yes,928672,814460,10,715,1534589,Approved
No,1022192,1667800,15,680,1202896,Rejected
No,842705,1534080,15,654,1860574,Rejected
No,728354,1861460,10,661,710670,Rejected
No,880086,2015970,10,709,1102354,Approved
No,607566,1328480,15,709,1212236,Approved
No,750036,1922350,10,741,1377326,Approved
No,604765,2276690,20,731,1433589,Rejected
No,330392,2352590,15,712,953436,Rejected
No,830050,2719220,15,644,1274947,Rejected
Yes,809981,2281740,10,628,1017074,Rejected
Yes,1122302,2689830,15,726,521748,Rejected
Yes,675637,2153590,10,795,1159488,Approved
Yes,241361,-165910,10,749,909593,Approved
No,480864,2437480,10,781,1353734,Rejected
Yes,818596,14220,15,762,1463142,Approved
No,687419,2706730,20,656,885898,Rejected
Yes,673865,1643510,10,801,304933,Rejected
No,832220,2740190,15,701,1015065,Approved
No,893412,1589470,10,683,1292748,Rejected
No,514837,1861040,10,713,1257983,Rejected
No,698524,1974430,15,753,1010496,Approved
No,1167575,2310650,15,716,943348,Approved
No,740721,2022330,15,728,1420173,Approved
No,1023252,1432780,10,734,995050,Approved
No,884651,1525070,10,712,1444588,Approved
No,564606,3326790,15,703,1156201,Rejected
No,698698,1904870,10,739,1524496,Approved
No,885361,2382870,15,711,1204264,Approved
Yes,488791,2136500,10,740,822887,Rejected
No,685792,2510720,15,759,1094160,Rejected
No,723919,1471330,20,720,1492508,Approved
No,728775,2751010,20,674,882293,Rejected
No,704143,2772360,10,749,1346038,Rejected
Yes,688957,2759210,20,773,1039500,Rejected
No,588847,2873640,20,720,564592,Rejected
Yes,635843,2177640,15,635,981225,Rejected
No,904144,2064690,10,752,1139084,Approved
No,720802,1757770,10,680,1654682,Rejected
Yes,1151981,2360600,10,762,1151496,Approved
No,1005048,891080,15,733,382943,Approved
No,930035,1827260,10,686,530037,Rejected
Yes,598079,1449350,15,630,800214,Rejected
No,703023,2229540,10,704,408015,Rejected
Yes,691138,2576690,15,694,843733,Rejected
No,1004661,2672760,20,638,1199114,Rejected
Yes,504377,2867390,15,772,1483435,Rejected
Yes,443322,1332740,15,689,1055285,Rejected
No,638589,1982210,15,645,1387230,Rejected
No,703878,2191860,20,734,690962,Approved
No,492805,926990,10,710,1250531,Approved
No,658441,2536620,10,788,1356399,Rejected
No,1180866,3731020,15,705,1156665,Approved
Yes,588920,2209470,15,691,420333,Rejected
No,782736,2654760,15,719,543886,Rejected
No,992386,2180440,20,734,1221728,Approved
No,674936,1840030,15,714,1951454,Approved
Yes,694168,1977280,10,657,1562048,Rejected
No,550287,1513380,15,656,831895,Rejected
No,771455,1303910,15,756,849985,Approved
No,811016,1004570,15,713,957325,Approved
Yes,498176,1926690,15,647,1331279,Rejected
No,742843,2903210,15,692,983554,Rejected
No,1516391,1967740,10,782,907758,Approved
No,904849,1438690,20,723,1794296,Approved
No,922688,974910,15,599,941160,Rejected
Yes,384891,856430,10,694,1104534,Rejected
No,281961,2258520,10,744,1039912,Rejected
No,415888,2253540,20,768,1714838,Rejected
No,564900,2543520,20,674,1267040,Rejected
No,696170,2324070,15,679,503341,Rejected
No,1031128,877490,20,679,941086,Rejected
No,989895,1853030,15,715,378475,Approved
No,435902,2241740,10,738,1162331,Rejected
Yes,970682,1874700,10,705,933646,Approved
No,719673,1521600,20,669,1148519,Rejected
No,555775,-151400,10,737,671553,Approved
No,820461,2170860,15,802,369984,Rejected
No,890793,3146470,20,665,1157487,Rejected
Yes,780163,891330,10,681,1045273,Rejected
No,740864,1938860,15,796,1276360,Approved
No,273190,3412270,10,682,1294751,Rejected
No,898944,1495620,15,721,1190467,Approved
Yes,662127,1508200,15,837,1132038,Approved
No,688268,2718370,10,700,1045515,Rejected
No,941680,3717620,15,722,641931,Rejected
No,76815,2424420,10,657,933698,Rejected
Yes,945213,2414570,10,759,1779081,Approved
No,731648,2091370,15,769,1024756,Approved
No,660182,1375000,10,698,1014845,Rejected
No,1047682,2737470,20,750,569727,Approved
Yes,926756,1914610,10,714,761830,Approved
No,629453,1108480,15,674,49307,Rejected
No,916131,2016550,10,704,726483,Approved
No,961845,1504980,15,722,851595,Approved
No,277815,1908970,20,765,1395593,Rejected
Yes,743010,1438840,10,760,1691645,Approved
No,911299,2338530,15,711,869944,Approved
No,744876,1704850,20,826,1278413,Approved
Yes,825136,3347420,15,719,1401454,Rejected
Yes,823560,1660170,10,803,875226,Approved
Yes,1048078,2246090,10,736,175248,Rejected
No,619712,1929890,15,704,1009031,Approved
Yes,768892,1414500,20,660,859716,Rejected
No,946751,1890720,15,721,864472,Approved
Yes,408158,3260430,15,725,646844,Rejected
Yes,1058962,2360830,10,650,310063,Rejected
No,759315,2077370,20,695,1242691,Rejected
No,625567,1008690,10,670,534117,Rejected
No,760233,3011730,15,645,1314380,Rejected
No,925913,1289040,15,762,1175832,Approved
No,1003465,647690,20,567,986630,Rejected
No,938238,1200010,15,750,1279893,Approved
No,620047,1725760,10,707,609580,Approved
No,556802,2153510,15,609,942840,Rejected
No,817716,1557080,15,747,1374126,Approved
No,696007,2520790,15,725,559863,Rejected
No,876794,1394220,20,742,1400826,Approved
No,1024243,1416690,10,669,1046606,Rejected
Yes,460915,690530,10,687,916920,Rejected
No,724617,1298050,15,703,1263017,Approved
No,872192,2770790,10,637,1505993,Rejected
No,577963,2191490,20,718,969182,Rejected
No,647337,1722320,15,602,264358,Rejected
No,842499,3200950,15,738,1215272,Rejected
No,842585,1195740,15,766,646955,Approved
No,622243,2355990,20,747,1574555,Rejected
No,1094862,870680,20,719,1294701,Approved
No,637772,2149280,15,640,1414119,Rejected
No,450233,2388450,10,673,1051563,Rejected
No,716415,2165220,15,737,923942,Approved
Yes,741206,1961050,15,779,935420,Approved
No,782794,2903960,20,782,1476771,Rejected
Yes,870925,1906730,10,707,7803,Rejected
No,725458,3414370,10,749,1038393,Rejected
No,713781,3002510,15,775,581683,Rejected
Yes,626887,1217290,15,609,555850,Rejected
Yes,765442,3059980,15,776,986122,Rejected
No,1085672,2158040,15,776,1210808,Approved
No,733416,2608590,15,722,722443,Rejected
No,752408,1880260,15,761,1222412,Approved
No,757572,1648350,15,678,1188423,Rejected
No,629520,1007180,15,738,1340929,Approved
Yes,392422,1376990,10,686,1448736,Rejected
Yes,712978,1972950,10,829,1266940,Approved
Yes,405141,2015740,20,722,623838,Rejected
Yes,188448,2271970,10,773,933439,Rejected
Yes,493413,1973270,15,851,484720,Rejected
No,884845,2091230,10,717,943106,Approved
No,1073055,1623160,20,823,1107868,Approved
No,893853,1485290,20,696,1604031,Rejected
No,848608,2566680,20,759,558518,Approved
No,641802,2293960,10,655,1154459,Rejected
Yes,793820,4279770,10,744,1021638,Rejected
Yes,844229,1895510,15,662,1382780,Rejected
No,539710,2110760,10,717,783130,Rejected
No,1032794,1490400,10,658,694548,Rejected
Yes,748724,3832820,10,754,876583,Rejected
Yes,664259,2846050,15,732,463784,Rejected
No,715581,2513890,10,766,1028474,Rejected
No,636151,377540,15,758,1432235,Approved
No,800393,2394800,15,760,811984,Approved
No,707078,1608810,10,761,710325,Approved
Yes,1103304,2539310,15,753,719567,Approved
No,470254,2880580,15,724,964131,Rejected
Yes,585654,1740790,10,704,1332830,Approved
No,564790,1814430,15,702,944638,Approved
No,723444,1365560,20,685,1148555,Rejected
No,784767,2947660,15,738,1592805,Rejected
No,835081,1728850,10,703,-84586,Rejected
No,841215,2041370,15,712,822898,Approved
No,921618,2841890,15,753,717891,Approved
Yes,494462,2636110,15,709,383222,Rejected
No,997352,1831840,20,667,1055706,Rejected
Yes,894788,810720,20,775,1433146,Approved
No,687467,2687220,20,633,698511,Rejected
No,1122081,1566020,10,757,1046096,Approved
Yes,887973,2375470,20,683,1357482,Rejected
Yes,1033530,2003440,20,766,1067027,Approved
No,865469,2509490,20,741,888120,Approved
Yes,559414,1310560,10,781,968650,Approved
No,1000834,2195240,10,703,727528,Approved
No,1129531,661890,15,714,608301,Approved
No,899509,1421090,10,763,331791,Approved
No,704810,1831390,15,682,1535893,Rejected
No,715221,1393110,15,716,720644,Approved
No,653319,1625780,10,749,1734900,Approved
No,925006,632300,15,730,863865,Approved
Yes,950392,1071910,10,755,1492867,Approved
Yes,808007,2991450,15,675,1097877,Rejected
No,509992,2724660,10,681,1349715,Rejected
Yes,721938,1395060,15,722,39765,Rejected
No,538497,947070,20,715,1032201,Approved
No,605676,847030,10,776,1390869,Approved
No,599449,933050,15,708,534001,Approved
No,1212998,2147190,20,769,931370,Approved
No,599979,1308950,10,702,703334,Approved
No,569869,1979090,20,648,402329,Rejected
No,613590,2725340,10,724,559437,Rejected
No,556592,1260580,20,731,736605,Approved
Yes,611094,1609170,15,677,229313,Rejected
No,885793,2786730,20,621,955530,Rejected
No,991252,2364640,20,758,406870,Rejected
Yes,725288,1473530,10,689,1502291,Rejected
No,716420,1783950,15,662,918895,Rejected
No,1018615,1414230,15,714,1162235,Approved
No,559661,-59710,10,660,808873,Rejected
No,930900,1398610,15,730,841565,Approved
No,881168,3715850,15,717,1193599,Rejected
Yes,757980,2508890,10,762,1441490,Approved
No,809992,2320820,10,814,1129799,Approved
No,665338,2094550,20,764,903264,Approved
No,707648,2102060,15,770,1260082,Approved
Yes,611743,1472270,10,709,408636,Approved
No,704440,2593590,15,738,1231440,Rejected
No,360421,1735640,10,671,1342439,Rejected
No,971496,2170310,20,674,1169694,Rejected
No,537279,2586920,15,671,1611953,Rejected
No,623220,1673830,20,784,1550552,Approved
No,777779,2667790,15,713,901848,Rejected
No,1019571,1787550,10,633,622215,Rejected
Yes,536174,2672920,10,751,1130027,Rejected
Yes,784510,2428960,20,664,1033955,Rejected
No,521699,876410,20,675,1009960,Rejected
Yes,689153,3601540,15,725,1407521,Rejected
Yes,606495,2109130,10,712,950716,Rejected
No,377571,1411000,20,734,1122165,Rejected
Yes,608561,2294330,10,788,835982,Rejected
No,622176,2640760,20,711,1118460,Rejected
No,581514,1092700,10,715,739532,Approved
No,901508,3319180,20,709,670237,Rejected
No,511069,2361080,15,719,855486,Rejected
No,762395,1921640,15,764,1333063,Approved
No,768894,1473460,10,797,842471,Approved
No,475836,1603880,15,783,1516439,Rejected
No,540481,1793080,15,845,882856,Approved
Yes,463536,1578730,20,705,1238795,Rejected
No,876170,1012950,20,669,699856,Rejected
Yes,881040,2461130,20,720,1284595,Approved
Yes,1008634,1484740,15,705,477791,Approved
Yes,628941,2960940,15,731,506314,Rejected
No,938343,1919620,15,711,1096303,Approved
Yes,737376,3021710,15,684,1109875,Rejected
No,505553,1452010,15,664,884291,Rejected
No,839960,2545590,10,693,1151832,Rejected
No,914766,2728540,10,714,612452,Approved
No,652999,228120,10,736,1453908,Approved
No,1158676,2962440,10,783,876290,Approved
No,817958,2000750,20,633,1230795,Rejected
Yes,813917,2011480,10,835,856548,Approved
No,880175,1998430,10,858,1700938,Approved
No,928986,1801290,10,648,799599,Rejected
Yes,723290,3184680,20,700,1136811,Rejected
No,921710,3827100,10,752,199563,Rejected
No,575610,1317210,10,718,694599,Approved
No,967478,1275110,15,724,421399,Approved
No,943627,270690,20,722,1545404,Approved
No,779827,1990560,10,737,1329804,Approved
No,587706,4296850,10,705,1452756,Rejected
No,956145,2962730,10,731,844019,Approved
No,1088484,2668330,20,705,743528,Approved
No,1259671,1823270,10,706,1702669,Approved
No,944312,1970610,10,768,411606,Approved
No,338620,2359840,20,741,1327100,Rejected
No,940080,1707880,15,821,963089,Approved
No,513476,1628960,10,756,1101642,Approved
No,717296,901480,20,577,1088261,Rejected
No,909105,1843910,20,717,502033,Approved
Yes,630397,933100,15,612,821086,Rejected
No,977313,2401790,20,759,1171188,Approved
Yes,258313,2410600,15,703,998277,Rejected
Yes,916179,1352040,15,713,1440806,Approved
No,716744,1013650,10,719,1085616,Approved
No,557987,1566360,15,741,410248,Approved
No,553250,2362930,10,711,903869,Rejected
No,1018527,1737690,10,627,755279,Rejected
No,642802,1690550,15,710,680678,Approved
Yes,809856,3213000,10,715,330256,Rejected
No,846091,1632960,15,692,956145,Rejected
No,607590,923900,15,651,1034398,Rejected
Yes,1064277,252570,15,740,680040,Approved
No,671556,2121000,20,691,773928,Rejected
No,704715,976130,15,758,1715058,Approved
No,880165,-375220,15,770,716775,Approved
No,516798,1503060,10,654,1072068,Rejected
Yes,870943,1545830,20,711,1068098,Approved
No,407751,1592430,10,749,1542664,Rejected
Yes,623745,2378270,10,616,1069930,Rejected
No,612253,2676340,20,712,1210732,Rejected
No,331524,2304910,20,781,1652724,Rejected
Yes,732319,2207750,15,692,417293,Rejected
Yes,374048,1864590,10,630,165695,Rejected
No,577820,2634250,10,729,690616,Rejected
Yes,918974,1817650,20,831,1207362,Approved
No,449890,2008290,10,622,1317265,Rejected
No,565894,683330,20,710,1718112,Approved
No,975504,1937930,20,700,1385955,Approved
No,839566,1003490,15,754,1057670,Approved
No,838457,1813270,10,727,893052,Approved
No,803573,3662270,15,606,545948,Rejected
No,971802,1686710,15,637,731968,Rejected
Yes,773081,1527850,20,710,420679,Approved
Yes,463325,1579230,20,737,1647279,Rejected
No,588734,2205050,20,757,1047459,Rejected
Yes,589880,1950830,15,772,1205142,Approved
No,625673,4044220,15,735,1447719,Rejected
Yes,766899,2887340,10,788,977301,Rejected
Yes,925404,2044200,10,659,325571,Rejected
No,821010,1736760,10,624,1079070,Rejected
Yes,1054926,2444150,15,746,870993,Approved
No,133035,1249020,10,759,879681,Rejected
Yes,664167,1474930,15,695,1470808,Rejected
Yes,836302,2516690,15,757,1102957,Approved
No,618045,2178750,15,761,1979344,Rejected
No,663877,2130810,15,666,881152,Rejected
Yes,527957,2340480,10,690,1722192,Rejected
No,748774,2223690,15,680,1537825,Rejected
No,594528,1581170,10,669,575417,Rejected
No,858396,2649300,10,762,442500,Rejected
No,1044155,2768550,10,678,926109,Rejected
No,614780,2946020,20,628,1111588,Rejected
Yes,587004,1390390,15,775,749290,Approved
No,803201,3029270,20,677,1273423,Rejected
No,691940,1260500,10,740,770881,Approved
Yes,1015114,3093030,15,674,1765206,Rejected
No,879846,2844970,20,642,1062961,Rejected
No,878351,2592210,15,647,973417,Rejected
Yes,733559,2209640,15,735,1083094,Approved
No,866217,3010500,15,759,939876,Rejected
Yes,740615,1956250,20,674,1295496,Rejected
No,403375,2161330,10,695,1247432,Rejected
Yes,817272,2297020,10,698,1503592,Rejected
No,1235849,538130,15,648,1219280,Rejected
Yes,359056,2494740,20,648,751870,Rejected
Yes,803521,3061690,20,749,853810,Rejected
Yes,629098,1866910,20,699,1706520,Rejected
No,996141,2889750,10,802,770891,Approved
No,880443,1207940,20,677,956115,Rejected
No,937741,2991310,15,674,1146772,Rejected
No,709682,2166540,10,735,872510,Approved
No,829586,2168450,10,728,596552,Approved
No,433782,1186290,15,675,765120,Rejected
Yes,836891,1372870,15,795,1176523,Approved
No,696281,2065380,20,708,1273137,Approved
No,617065,1341040,15,734,974416,Approved
Yes,741946,1791160,15,771,340138,Rejected
No,882780,2607310,20,742,984017,Approved
Yes,1148958,1971830,10,651,1649484,Rejected
No,638039,1700090,15,799,667812,Approved
No,434443,2244920,15,674,684459,Rejected
No,879163,1616310,10,697,879146,Rejected
No,1054885,2510860,10,699,982441,Rejected
No,960255,3343270,10,732,431541,Rejected
No,1077290,1255710,10,634,1109428,Rejected
Yes,570710,1975760,10,721,444331,Rejected
No,882187,2656280,20,748,1346205,Approved
No,739432,3581520,15,752,855289,Rejected
No,725998,2385810,15,694,1427968,Rejected
No,779879,113870,15,766,922727,Approved
Yes,905607,1827560,20,763,336170,Rejected
No,784180,1958800,15,728,1638572,Approved
No,1028334,3080430,20,653,1258042,Rejected
No,866324,2761100,15,750,1300562,Approved
No,487218,2471400,10,688,1292579,Rejected
No,607148,1024730,20,763,661606,Approved
No,498435,1647160,15,763,830642,Approved
No,542798,1074660,10,695,685515,Rejected
No,588462,2726360,15,784,770545,Rejected
No,743323,2494420,15,632,384630,Rejected
No,825601,414900,10,783,588120,Approved
No,740618,2473070,15,644,1121662,Rejected
No,756099,1264370,15,694,1127857,Rejected
